mapa_1_resultados.xlsx,221,AL2021,020519,BEJA,UNIÃO DAS FREGUESIAS DE ALBERNOA E TRINDADE,AF,752,501,6,7
mapa_1_resultados.xlsx,222,AL2021,020520,BEJA,UNIÃO DAS FREGUESIAS DE BEJA (SALVADOR E SANTA MARIA DA FEIRA),AF,8887,4567,62,357
mapa_1_resultados.xlsx,223,AL2021,020521,BEJA,UNIÃO DAS FREGUESIAS DE BEJA (SANTIAGO MAIOR E SÃO JOÃO BAPTISTA),AF,11570,6302,114,434
mapa_1_resultados.xlsx,224,AL2021,020522,BEJA,UNIÃO DAS FREGUESIAS DE SALVADA E QUINTOS,AF,1053,746,12,12
mapa_1_resultados.xlsx,225,AL2021,020523,BEJA,UNIÃO DAS FREGUESIAS DE SANTA VITÓRIA E MOMBEJA,AF,744,530,4,4
mapa_1_resultados.xlsx,226,AL2021,020524,BEJA,UNIÃO DAS FREGUESIAS DE TRIGACHES E SÃO BRISSOS,AF,474,310,10,5
mapa_1_resultados.xlsx,227,AL2021,020600,CASTRO VERDE,,CM,6074,3950,65,42
mapa_1_resultados.xlsx,228,AL2021,020600,CASTRO VERDE,,AM,6074,3954,84,63
mapa_1_resultados.xlsx,229,AL2021,020603,CASTRO VERDE,ENTRADAS,AF,537,351,10,5
mapa_1_resultados.xlsx,230,AL2021,020604,CASTRO VERDE,SANTA BÁRBARA DE PADRÕES,AF,726,497,4,7
